0,1,N-Z,N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,BETA_DECAYENERGY,dBETA_DECAYENERGY,ATOMICMASS,dATOMICMASS,IsCalculated
1997,,34,93,59,152,Pr,-63758.07,18.537,8187.1049,0.122,6391.5934,30.7035,151931552.9,19.9,0
1998,,32,92,60,152,Nd,-70149.663,24.476,8224.0078,0.161,1104.805,18.5011,151924691.2,26.276,0
1999,,30,91,61,152,Pm,-71254.468,25.904,8226.1293,0.1704,3508.5089,25.8859,151923505.2,27.809,0
2000,,28,90,62,152,Sm,-74762.977,1.016,8244.0645,0.0067,-1874.4774,0.6857,151919738.6,1.09,0
2001,,26,89,63,152,Eu,-72888.5,1.166,8226.5854,0.0077,1818.8037,0.7002,151921751,1.252,0
2002,,24,88,64,152,Gd,-74707.304,1.007,8233.4042,0.0066,-3990,40,151919798.4,1.081,0
2003,,22,87,65,152,Tb,-70717.304,40.013,8202.0072,0.2632,-599.3405,40.2575,151924081.9,42.955,0
2004,,20,86,66,152,Dy,-70117.963,4.593,8192.9171,0.0302,-6513.3275,13.3176,151924725.3,4.93,0
2005,,18,85,67,152,Ho,-63604.636,12.528,8144.9193,0.0824,-3104.4174,9.815,151931717.6,13.449,0
2006,,16,84,68,152,Er,-60500.218,8.83,8119.3485,0.0581,-8779.9397,54.7434,151935050.3,9.478,0
2007,,14,83,69,152,Tm,-51720.279,54.027,8056.4387,0.3554,-5449.8923,139.62,151944476,58,0
2008,,12,82,70,152,Yb,-46270.386,149.708,8015.4371,0.9849,-12848,246,151950326.7,160.718,0
2009,,10,81,71,152,Lu,-33422,196,7926,1,,,151964120,210,1
2010,0,41,97,56,153,Ba,-36470,400,8023,3,9590,500,152960848,429,1
2011,,39,96,57,153,La,-46060,300,8081,2,8850,361,152950553,322,1
2012,,37,95,58,153,Ce,-54910,200,8134,1,6659,201,152941052,215,1
2013,,35,94,59,153,Pr,-61568.49,11.882,8172.0371,0.0777,5761.8901,12.1896,152933903.5,12.755,0
2014,,33,93,60,153,Nd,-67330.38,2.747,8204.5832,0.018,3317.6236,9.3521,152927717.9,2.949,0
2015,,31,92,61,153,Pm,-70648.003,9.063,8221.1536,0.0592,1912.0559,9.0829,152924156.3,9.729,0
2016,,29,91,62,153,Sm,-72560.059,1.025,8228.5373,0.0067,807.4073,0.7063,152922103.6,1.1,0
2017,,27,90,63,153,Eu,-73367.466,1.171,8228.7011,0.0077,-484.5225,0.715,152921236.8,1.257,0
2018,,25,89,64,153,Gd,-72882.944,1.002,8220.4209,0.0066,-1569.334,3.8444,152921756.9,1.075,0
2019,,23,88,65,153,Tb,-71313.61,3.947,8205.0504,0.0258,-2170.4134,1.9335,152923441.7,4.237,0
2020,,21,87,66,153,Dy,-69143.197,4.001,8185.7514,0.0262,-4131.1229,6.1571,152925771.7,4.295,0
2021,,19,86,67,153,Ho,-65012.074,5.066,8153.6372,0.0331,-4545.3918,9.8899,152930206.7,5.438,0
2022,,17,85,68,153,Er,-60466.682,9.285,8118.8154,0.0607,-6494.0723,12.8812,152935086.4,9.967,0
2023,,15,84,69,153,Tm,-53972.61,11.979,8071.2571,0.0783,-6813,201,152942058,12.86,0
2024,,13,83,70,153,Yb,-47160,200,8022,1,-8784,250,152949372,215,1
2025,,11,82,71,153,Lu,-38375.462,150.017,7959.0882,0.9805,-11075,335,152958802.2,161.05,0
2026,,9,81,72,153,Hf,-27300,300,7882,2,,,152970692,322,1
2027,0,42,98,56,154,Ba,-32920,500,8001,3,8610,583,153964659,537,1
2028,,40,97,57,154,La,-41530,300,8051,2,10690,361,153955416,322,1
2029,,38,96,58,154,Ce,-52220,200,8116,1,5640,224,153943940,215,1
2030,,36,95,59,154,Pr,-57859.602,100.005,8147.2994,0.6494,7720,100,153937885.2,107.36,0
2031,,34,94,60,154,Nd,-65579.602,1.025,8192.3491,0.0067,2687,25,153929597.4,1.1,0
2032,,32,93,61,154,Pm,-68266.602,25.021,8204.717,0.1625,4188.9614,25.055,153926712.8,26.861,0
2033,,30,92,62,154,Sm,-72455.564,1.305,8226.8379,0.0085,-717.1969,1.1019,153922215.8,1.4,0
2034,,28,91,63,154,Eu,-71738.367,1.188,8217.1006,0.0077,1967.9913,0.7535,153922985.7,1.275,0
2035,,26,90,64,154,Gd,-73706.358,0.994,8224.7996,0.0065,-3549.6514,45.2983,153920873,1.066,0
2036,,24,89,65,154,Tb,-70156.707,45.309,8196.6697,0.2942,237.308,45.9008,153924683.7,48.641,0
2037,,22,88,66,154,Dy,-70394.015,7.431,8193.1305,0.0483,-5754.6363,10.1785,153924428.9,7.977,0
2038,,20,87,67,154,Ho,-64639.378,8.216,8150.6825,0.0534,-2034.4045,9.4621,153930606.8,8.82,0
2039,,18,86,68,154,Er,-62604.974,4.961,8132.3919,0.0322,-8177.8316,14.9113,153932790.8,5.325,0
2040,,16,85,69,154,Tm,-54427.142,14.412,8074.209,0.0936,-4495.0495,13.9528,153941570.1,15.471,0
2041,,14,84,70,154,Yb,-49932.093,17.281,8039.9402,0.1122,-10265,201,153946395.7,18.551,0
2042,,12,83,71,154,Lu,-39667,201,7968,1,-6937,361,153957416,216,1
2043,,10,82,72,154,Hf,-32730,300,7918,2,,,153964863,322,1
2044,0,41,98,57,155,La,-37930,400,8028,3,9850,500,154959280,429,1
2045,,39,97,58,155,Ce,-47780,300,8087,2,7635,300,154948706,322,1
2046,,37,96,59,155,Pr,-55415.335,17.198,8131.0398,0.111,6868.4609,19.4725,154940509.2,18.462,0
2047,,35,95,60,155,Nd,-62283.796,9.154,8170.305,0.0591,4656.2095,10.2781,154933135.6,9.826,0
2048,,33,94,61,155,Pm,-66940.006,4.719,8195.2977,0.0304,3251.1999,4.9024,154928137,5.065,0
2049,,31,93,62,155,Sm,-70191.206,1.332,8211.2258,0.0086,1627.1314,1.2016,154924646.6,1.429,0
2050,,29,92,63,155,Eu,-71818.337,1.252,8216.676,0.0081,251.9612,0.8682,154922899.8,1.343,0
2051,,27,91,64,155,Gd,-72070.298,0.983,8213.2541,0.0063,-819.8588,9.7884,154922629.4,1.055,0
2052,,25,90,65,155,Tb,-71250.439,9.83,8202.9173,0.0634,-2094.5,1.8974,154923509.5,10.552,0
2053,,23,89,66,155,Dy,-69155.939,9.645,8184.357,0.0622,-3116.1405,16.5887,154925758,10.354,0
2054,,21,88,67,155,Ho,-66039.799,17.47,8159.2055,0.1127,-3830.6268,18.473,154929103.4,18.754,0
2055,,19,87,68,155,Er,-62209.172,6.074,8129.4444,0.0392,-5583.2509,11.5109,154933215.7,6.52,0
2056,,17,86,69,155,Tm,-56625.921,9.921,8088.376,0.064,-6123.3072,19.3388,154939209.6,10.651,0
2057,,15,85,70,155,Yb,-50502.614,16.6,8043.8234,0.1071,-7957.5578,25.4153,154945783.2,17.82,0
2058,,13,84,71,155,Lu,-42545.056,19.245,7987.4369,0.1242,-8235,301,154954326,20.66,0
2059,,11,83,72,155,Hf,-34310,300,7929,2,-10322,424,154963167,322,1
2060,,9,82,73,155,Ta,-23988,300,7858,2,,,154974248,322,1
2061,0,42,99,57,156,La,-33050,400,7997,3,11769,500,155964519,429,1
2062,,40,98,58,156,Ce,-44820,300,8068,2,6630,300,155951884,322,1
2063,,38,97,59,156,Pr,-51449.307,1.025,8105.2337,0.0066,8752.8229,1.6585,155944766.9,1.1,0
2064,,36,96,60,156,Nd,-60202.13,1.304,8156.3265,0.0084,3964.7175,1.7642,155935370.4,1.4,0
2065,,34,95,61,156,Pm,-64166.847,1.188,8176.7263,0.0076,5193.8878,8.6044,155931114.1,1.275,0
2066,,32,94,62,156,Sm,-69360.735,8.522,8205.0054,0.0546,722.109,7.9025,155925538.2,9.148,0
2067,,30,93,63,156,Eu,-70082.844,3.532,8204.6192,0.0226,2452.4891,3.4083,155924763,3.791,0
2068,,28,92,64,156,Gd,-72535.333,0.983,8215.3253,0.0063,-2444.323,3.6774,155922130.1,1.054,0
2069,,26,91,65,156,Tb,-70091.01,3.768,8194.6415,0.0242,438.3762,3.6789,155924754.2,4.044,0
2070,,24,90,66,156,Dy,-70529.386,0.988,8192.4366,0.0063,-4990.9836,38.4111,155924283.6,1.06,0
2071,,22,89,67,156,Ho,-65538.403,38.424,8155.428,0.2463,-1326.7201,45.6391,155929641.6,41.249,0
2072,,20,88,68,156,Er,-64211.683,24.629,8141.9084,0.1579,-7377.2657,26.7099,155931065.9,26.44,0
2073,,18,87,69,156,Tm,-56834.417,14.279,8089.6032,0.0915,-3568.8794,12.5484,155938985.7,15.328,0
2074,,16,86,70,156,Yb,-53265.538,9.308,8061.7107,0.0597,-9565.988,54.9162,155942817.1,9.992,0
2075,,14,85,71,156,Lu,-43699.55,54.122,7995.3752,0.3469,-5880.0352,139.6908,155953086.6,58.102,0
2076,,12,84,72,156,Hf,-37819.514,149.74,7952.6676,0.9599,-11819,335,155959399.1,160.752,0
2077,,10,83,73,156,Ta,-26001,300,7872,2,,,155972087,322,1
2078,0,43,100,57,157,La,-29070,300,7972,2,10860,500,156968792,322,1
2079,,41,99,58,157,Ce,-39930,400,8037,3,8504,400,156957133,429,1
2080,,39,98,59,157,Pr,-48434.806,3.167,8085.817,0.0202,8059.3109,3.8207,156948003.1,3.4,0
2081,,37,97,60,157,Nd,-56494.117,2.137,8132.1671,0.0136,5802.9994,7.3246,156939351.1,2.294,0
2082,,35,96,61,157,Pm,-62297.116,7.006,8164.1458,0.0446,4380.5376,8.265,156933121.3,7.521,0
2083,,33,95,62,157,Sm,-66677.654,4.434,8187.0642,0.0282,2781.4807,6.1191,156928418.6,4.759,0
2084,,31,94,63,157,Eu,-69459.134,4.234,8199.7975,0.027,1364.7614,4.1973,156925432.6,4.545,0
2085,,29,93,64,157,Gd,-70823.896,0.977,8203.5072,0.0062,-60.0473,0.2972,156923967.4,1.048,0
2086,,27,92,65,157,Tb,-70763.848,1.018,8198.1416,0.0065,-1339.1791,5.1297,156924031.9,1.092,0
2087,,25,91,66,157,Dy,-69424.669,5.154,8184.6287,0.0328,-2591.8068,23.7839,156925469.6,5.532,0
2088,,23,90,67,157,Ho,-66832.862,23.469,8163.1373,0.1495,-3419.2146,33.6675,156928252,25.194,0
2089,,21,89,68,157,Er,-63413.648,26.505,8136.3757,0.1688,-4704.369,38.5152,156931922.7,28.454,0
2090,,19,88,69,157,Tm,-58709.279,27.945,8101.4285,0.178,-5289.3667,29.9971,156936973,30,0
2091,,17,87,70,157,Yb,-53419.912,10.905,8062.7551,0.0695,-6980.0942,14.2406,156942651.4,11.706,0
2092,,15,86,71,157,Lu,-46439.818,12.074,8013.3128,0.0769,-7585,201,156950144.8,12.961,0
2093,,13,85,72,157,Hf,-38855,200,7960,1,-9259,250,156958288,215,1
2094,,11,84,73,157,Ta,-29595.948,150.052,7896.0608,0.9557,-9906,427,156968227.4,161.087,0
2095,,9,83,74,157,W,-19690,400,7828,3,,,156978862,429,1
2096,0,42,100,58,158,Ce,-36540,400,8015,3,7610,500,157960773,429,1
2097,,40,99,59,158,Pr,-44150,300,8059,2,9685,300,157952603,322,1
2098,,38,98,60,158,Nd,-53835.123,1.304,8114.9529,0.0083,5271.0196,1.5776,157942205.6,1.4,0
2099,,36,97,61,158,Pm,-59106.143,0.888,8143.3622,0.0056,6145.7062,4.8634,157936546.9,0.953,0
2100,,34,96,62,158,Sm,-65251.849,4.782,8177.3075,0.0303,2018.6123,5.1146,157929949.3,5.133,0
2101,,32,95,63,158,Eu,-67270.461,2.032,8185.132,0.0129,3419.5081,2.2547,157927782.2,2.181,0
2102,,30,94,64,158,Gd,-70689.969,0.976,8201.8229,0.0062,-1219.0862,0.9799,157924111.2,1.048,0
2103,,28,93,65,158,Tb,-69470.883,1.268,8189.1556,0.008,936.2686,2.475,157925419.9,1.36,0
2104,,26,92,66,158,Dy,-70407.152,2.337,8190.1298,0.0148,-4219.7555,27.0048,157924414.8,2.509,0
2105,,24,91,67,158,Ho,-66187.396,27.106,8158.4709,0.1716,-883.5812,37.0236,157928944.9,29.099,0
2106,,22,90,68,158,Er,-65303.815,25.219,8147.927,0.1596,-6600.6151,31.3411,157929893.5,27.074,0
2107,,20,89,69,158,Tm,-58703.2,25.219,8101.1994,0.1596,-2693.5796,26.4499,157936979.5,27.074,0
2108,,18,88,70,158,Yb,-56009.62,7.973,8079.1999,0.0505,-8797.4201,16.8655,157939871.2,8.559,0
2109,,16,87,71,158,Lu,-47212.2,15.125,8018.5685,0.0957,-5109.801,14.9373,157949315.6,16.236,0
2110,,14,86,72,158,Hf,-42102.399,17.494,7981.2764,0.1107,-10984,201,157954801.2,18.78,0
2111,,12,85,73,158,Ta,-31118,201,7907,1,-7426,361,157966593,215,1
2112,,10,84,74,158,W,-23693,300,7855,2,,,157974565,322,1
2113,0,43,101,58,159,Ce,-31340,500,7983,3,9430,640,158966355,537,1
2114,,41,100,59,159,Pr,-40770,400,8037,3,8954,401,158956232,429,1
2115,,39,99,60,159,Nd,-49724.007,29.808,8088.8224,0.1875,6830.3441,31.4529,158946619.1,32,0
2116,,37,98,61,159,Pm,-56554.351,10.039,8126.8601,0.0631,5653.4982,11.6438,158939286.4,10.777,0
2117,,35,97,62,159,Sm,-62207.849,5.934,8157.4963,0.0373,3835.5363,7.3211,158933217.1,6.37,0
2118,,33,96,63,159,Eu,-66043.386,4.32,8176.6987,0.0272,2518.4717,4.3657,158929099.5,4.637,0
2119,,31,95,64,159,Gd,-68561.857,0.98,8187.6177,0.0062,970.7242,0.7495,158926395.8,1.051,0
2120,,29,94,65,159,Tb,-69532.582,1.103,8188.8025,0.0069,-365.3613,1.1573,158925353.7,1.184,0
2121,,27,93,66,159,Dy,-69167.22,1.439,8181.5842,0.0091,-1837.6,2.6833,158925745.9,1.544,0
2122,,25,92,67,159,Ho,-67329.62,3.045,8165.1066,0.0192,-2768.5,2,158927718.7,3.268,0
2123,,23,91,68,159,Er,-64561.12,3.643,8142.7742,0.0229,-3990.7162,28.1813,158930690.8,3.91,0
2124,,21,90,69,159,Tm,-60570.404,27.945,8112.7549,0.1758,-4736.8869,33.0155,158934975,30,0
2125,,19,89,70,159,Yb,-55833.517,17.582,8078.0428,0.1106,-6124.9081,41.5648,158940060.3,18.874,0
2126,,17,88,71,159,Lu,-49708.609,37.663,8034.6009,0.2369,-6856.003,41.2456,158946635.6,40.433,0
2127,,15,87,72,159,Hf,-42852.606,16.813,7986.561,0.1057,-8413.4492,25.8909,158953995.8,18.049,0
2128,,13,86,73,159,Ta,-34439.157,19.689,7928.7258,0.1238,-9005,301,158963028,21.137,0
2129,,11,85,74,159,W,-25434,300,7867,2,-10629,427,158972696,322,1
2130,,9,84,75,159,Re,-14805,305,7795,2,,,158984106,327,1
2131,0,42,101,59,160,Pr,-36200,400,8009,2,10525,402,159961138,429,1
2132,,40,100,60,160,Nd,-46724.515,46.575,8069.9662,0.2911,6170.1238,46.6198,159949839.2,50,0
2133,,38,99,61,160,Pm,-52894.639,2.049,8103.6398,0.0128,7338.5338,2.833,159943215.3,2.2,0
2134,,36,98,62,160,Sm,-60233.172,1.956,8144.6159,0.0122,3260.2763,2.1547,159935337,2.1,0
2135,,34,97,63,160,Eu,-63493.449,0.904,8160.103,0.0057,4448.6112,1.4417,159931837,0.97,0
2136,,32,96,64,160,Gd,-67942.06,1.123,8183.0171,0.007,-105.5863,1.0207,159927061.2,1.206,0
2137,,30,95,65,160,Tb,-67836.474,1.11,8177.4676,0.0069,1835.9516,1.1011,159927174.6,1.191,0
2138,,28,94,66,160,Dy,-69672.425,0.7,8184.0526,0.0044,-3290,15,159925203.6,0.751,0
2139,,26,93,67,160,Ho,-66382.425,15.016,8158.6004,0.0939,-318.2488,28.5197,159928735.5,16.12,0
2140,,24,92,68,160,Er,-66064.176,24.246,8151.7217,0.1515,-5763.1395,39.1333,159929077.2,26.029,0
2141,,22,91,69,160,Tm,-60301.037,32.686,8110.8124,0.2043,-2137.8101,33.1447,159935264.2,35.089,0
2142,,20,90,70,160,Yb,-58163.227,5.496,8092.5614,0.0343,-7893.2846,57.0863,159937559.2,5.9,0
2143,,18,89,71,160,Lu,-50269.942,56.821,8038.3387,0.3551,-4331.1951,57.6165,159946033,61,0
2144,,16,88,72,160,Hf,-45938.747,9.54,8006.3791,0.0596,-10115.0475,55.1472,159950682.7,10.241,0
2145,,14,87,73,160,Ta,-35823.7,54.316,7938.2704,0.3395,-6494.6267,139.8413,159961541.7,58.31,0
2146,,12,86,74,160,W,-29329.073,149.81,7892.7893,0.9363,-12451,335,159968513.9,160.828,0
2147,,10,85,75,160,Re,-16878,300,7810,2,,,159981880,322,1
2148,0,43,102,59,161,Pr,-32490,500,7986,3,9741,640,160965121,537,1
2149,,41,101,60,161,Nd,-42230,400,8042,2,7856,400,160954664,429,1
2150,,39,100,61,161,Pm,-50086.589,9.035,8085.9977,0.0561,6585.4546,11.3187,160946229.8,9.7,0
2151,,37,99,62,161,Sm,-56672.043,6.817,8122.0418,0.0423,5119.5577,12.4147,160939160.1,7.318,0
2152,,35,98,63,161,Eu,-61791.601,10.4,8148.981,0.0646,3714.5406,10.5074,160933664,11.164,0
2153,,33,97,64,161,Gd,-65506.142,1.504,8167.1934,0.0093,1955.6357,1.4402,160929676.3,1.614,0
2154,,31,96,65,161,Tb,-67461.778,1.218,8174.4809,0.0076,593.7166,1.201,160927576.8,1.308,0
2155,,29,95,66,161,Dy,-68055.494,0.697,8173.3093,0.0043,-859.2003,2.1368,160926939.4,0.748,0
2156,,27,94,67,161,Ho,-67196.294,2.151,8163.1134,0.0134,-1994.9954,9.0041,160927861.8,2.309,0
2157,,25,93,68,161,Er,-65201.298,8.774,8145.8628,0.0545,-3302.5839,29.2899,160930003.5,9.419,0
2158,,23,92,69,161,Tm,-61898.715,27.945,8120.4906,0.1736,-4064.4665,31.764,160933549,30,0
2159,,21,91,70,161,Yb,-57834.248,15.101,8090.3861,0.0938,-5271.8989,31.764,160937912.4,16.211,0
2160,,19,90,71,161,Lu,-52562.349,27.945,8052.7821,0.1736,-6246.5319,36.4805,160943572,30,0
2161,,17,89,72,161,Hf,-46315.817,23.45,8009.1245,0.1457,-7537.2421,33.7278,160950277.9,25.174,0
2162,,15,88,73,161,Ta,-38778.575,24.381,7957.45,0.1514,-8272,202,160958369.5,26.174,0
2163,,13,87,74,161,W,-30507,200,7901,1,-9664,250,160967249,215,1
2164,,11,86,75,161,Re,-20842.82,149.905,7836.3292,0.9311,-10647,427,160977624.3,160.93,0
2165,,9,85,76,161,Os,-10196,400,7765,2,,,160989054,429,1
2166,0,42,102,60,162,Nd,-39010,400,8022,2,7030,500,161958121,429,1
2167,,40,101,61,162,Pm,-46040,300,8061,2,8339,300,161950574,322,1
2168,,38,100,62,162,Sm,-54379.053,3.523,8107.5745,0.0218,4343.8905,3.7605,161941621.7,3.782,0
2169,,36,99,63,162,Eu,-58722.944,1.314,8129.5593,0.0081,5557.7761,4.1748,161936958.3,1.41,0
2170,,34,98,64,162,Gd,-64280.72,3.963,8159.0373,0.0245,1598.8278,4.4611,161930991.8,4.254,0
2171,,32,97,65,162,Tb,-65879.548,2.049,8164.0773,0.0127,2301.6217,2.164,161929275.4,2.2,0
2172,,30,96,66,162,Dy,-68181.169,0.695,8173.4555,0.0043,-2140.6068,3.0926,161926804.5,0.746,0
2173,,28,95,67,162,Ho,-66040.563,3.102,8155.4126,0.0192,293.6478,3.1069,161929102.5,3.33,0
2174,,26,94,68,162,Er,-66334.21,0.756,8152.3959,0.0047,-4856.7282,26.0475,161928787.3,0.811,0
2175,,24,93,69,162,Tm,-61477.482,26.058,8117.5868,0.1609,-1656.319,30.1127,161934001.2,27.974,0
2176,,22,92,70,162,Yb,-59821.163,15.103,8102.5333,0.0932,-6989.4042,76.5406,161935779.3,16.213,0
2177,,20,91,71,162,Lu,-52831.759,75.036,8054.5596,0.4632,-3663.3333,75.5679,161943282.8,80.554,0
2178,,18,90,72,162,Hf,-49168.426,8.952,8027.1171,0.0553,-9387.0211,63.8938,161947215.5,9.61,0
2179,,16,89,73,162,Ta,-39781.405,63.322,7964.3432,0.3909,-5782.188,63.3235,161957292.9,67.979,0
2180,,14,88,74,162,W,-33999.217,17.657,7923.8214,0.109,-11546,201,161963500.3,18.955,0
2181,,12,87,75,162,Re,-22453,201,7848,1,-7953,361,161975896,215,1
2182,,10,86,76,162,Os,-14500,300,7794,2,,,161984434,322,1
2183,0,43,103,60,163,Nd,-34080,500,7992,3,8880,640,162963414,537,1
2184,,41,102,61,163,Pm,-42960,400,8042,2,7640,400,162953881,429,1
2185,,39,101,62,163,Sm,-50599.612,7.359,8084.1653,0.0451,5974.2073,7.4141,162945679.1,7.9,0
2186,,37,100,63,163,Eu,-56573.819,0.904,8116.0172,0.0056,4814.772,1.2046,162939265.5,0.97,0
2187,,35,99,64,163,Gd,-61388.591,0.797,8140.756,0.0049,3207.1628,4.1374,162934096.6,0.855,0
2188,,33,98,65,163,Tb,-64595.754,4.06,8155.6322,0.0249,1785.1041,4.0006,162930653.6,4.358,0
2189,,31,97,66,163,Dy,-66380.858,0.693,8161.784,0.0043,-2.8309,0.0222,162928737.2,0.744,0
2190,,29,96,67,163,Ho,-66378.027,0.693,8156.967,0.0043,-1210.6141,4.5755,162928740.3,0.744,0
2191,,27,95,68,163,Er,-65167.413,4.628,8144.7403,0.0284,-2439,3,162930039.9,4.967,0
2192,,25,94,69,163,Tm,-62728.413,5.515,8124.9774,0.0338,-3434.5345,16.0687,162932658.3,5.92,0
2193,,23,93,70,163,Yb,-59293.878,15.105,8099.1069,0.0927,-4502.4636,31.7657,162936345.4,16.215,0
2194,,21,92,71,163,Lu,-54791.415,27.945,8066.6848,0.1714,-5522.0944,37.9611,162941179,30,0
2195,,19,91,72,163,Hf,-49269.32,25.693,8028.0072,0.1576,-6734.6864,45.9217,162947107.2,27.582,0
2196,,17,90,73,163,Ta,-42534.634,38.061,7981.8905,0.2335,-7626.1952,69.7301,162954337.2,40.86,0
2197,,15,89,74,163,W,-34908.439,58.426,7930.3043,0.3584,-8906.1859,61.2953,162962524.3,62.722,0
2198,,13,88,75,163,Re,-26002.253,18.534,7870.8655,0.1137,-9666,301,162972085.4,19.897,0
2199,,11,87,76,163,Os,-16336,300,7807,2,-11026,500,162982462,322,1
2200,,9,86,77,163,Ir,-5310,400,7734,2,,,162994299,429,1
2201,0,42,103,61,164,Pm,-38360,400,8014,2,9565,400,163958819,429,1
2202,,40,102,62,164,Sm,-47925.314,4.099,8067.7803,0.025,5306.8315,4.5907,163948550.1,4.4,0
2203,,38,101,63,164,Eu,-53232.146,2.068,8095.3686,0.0126,6461.5416,2.2969,163942852.9,2.219,0
2204,,36,100,64,164,Gd,-59693.688,1,8129.9978,0.0061,2411.2959,2.1143,163935916.2,1.073,0
2205,,34,99,65,164,Tb,-62104.983,1.863,8139.9304,0.0114,3862.6653,1.9884,163933327.6,2,0
2206,,32,98,66,164,Dy,-65967.649,0.695,8158.7129,0.0042,-987.1315,1.371,163929180.8,0.746,0
2207,,30,97,67,164,Ho,-64980.517,1.39,8147.9234,0.0085,962.0559,1.3756,163930240.5,1.492,0
2208,,28,96,68,164,Er,-65942.573,0.704,8149.0191,0.0043,-4033.6302,25.0113,163929207.7,0.755,0
2209,,26,95,69,164,Tm,-61908.943,25.006,8119.6534,0.1525,-896.7722,29.2135,163933538,26.845,0
2210,,24,94,70,164,Yb,-61012.171,15.106,8109.4149,0.0921,-6369.7952,31.7666,163934500.7,16.217,0
2211,,22,93,71,164,Lu,-54642.376,27.945,8065.8043,0.1704,-2824.0194,32.1083,163941339,30,0
2212,,20,92,72,164,Hf,-51818.356,15.812,8043.8142,0.0964,-8535.5511,32.1083,163944370.7,16.975,0
2213,,18,91,73,164,Ta,-43282.805,27.945,7986.9978,0.1704,-5047.25,29.5717,163953534,30,0
2214,,16,90,74,164,W,-38235.555,9.673,7951.4515,0.059,-10763.1138,55.4055,163958952.4,10.384,0
2215,,14,89,75,164,Re,-27472.441,54.555,7881.0523,0.3326,-7047.718,140.033,163970507.1,58.566,0
2216,,12,88,76,164,Os,-20424.723,149.903,7833.308,0.914,-12941,350,163978073.2,160.927,0
2217,,10,87,77,164,Ir,-7483,316,7750,2,,,163991966,339,1
2218,0,43,104,61,165,Pm,-34670,500,7992,3,8840,640,164962780,537,1
2219,,41,103,62,165,Sm,-43510,400,8041,2,7219,400,164953290,429,1
2220,,39,102,63,165,Eu,-50729.103,5.213,8080.0529,0.0316,5796.6788,5.3733,164945540.1,5.596,0
2221,,37,101,64,165,Gd,-56525.782,1.304,8110.4428,0.0079,4063.0674,2.0189,164939317.1,1.4,0
2222,,35,100,65,165,Tb,-60588.849,1.541,8130.3259,0.0093,3023.4392,1.6915,164934955.2,1.654,0
2223,,33,99,66,165,Dy,-63612.289,0.697,8143.9083,0.0042,1285.7287,0.7502,164931709.4,0.748,0
2224,,31,98,67,165,Ho,-64898.017,0.786,8146.9591,0.0048,-376.6648,0.9575,164930329.1,0.844,0
2225,,29,97,68,165,Er,-64521.353,0.918,8139.9348,0.0056,-1591.3282,1.4891,164930733.5,0.985,0
2226,,27,96,69,165,Tm,-62930.024,1.658,8125.5489,0.0101,-2634.6364,26.5907,164932441.8,1.779,0
2227,,25,95,70,165,Yb,-60295.388,26.539,8104.8399,0.1608,-3853.1403,35.4324,164935270.2,28.49,0
2228,,23,94,71,165,Lu,-56442.248,26.539,8076.746,0.1608,-4806.735,38.5387,164939406.8,28.49,0
2229,,21,93,72,165,Hf,-51635.513,27.945,8042.8728,0.1694,-5787.641,31.0668,164944567,30,0
2230,,19,92,73,165,Ta,-45847.872,13.573,8003.0547,0.0823,-6986.5555,29.1133,164950780.3,14.571,0
2231,,17,91,74,165,W,-38861.316,25.756,7955.9704,0.1561,-8201.9627,34.9116,164958280.7,27.649,0
2232,,15,90,75,165,Re,-30659.353,23.593,7901.5201,0.143,-8913,202,164967085.8,25.328,0
2233,,13,89,76,165,Os,-21747,200,7843,1,-10151,255,164976654,215,1
2234,,11,88,77,165,Ir,-11595,158,7776,1,-11277,430,164987552,170,1
2235,,9,87,78,165,Pt,-318,400,7703,2,,,164999658,429,1
2236,0,42,104,62,166,Sm,-40450,400,8023,2,6299,412,165956575,429,1
2237,,40,103,63,166,Eu,-46749,100,8056,1,7622,100,165949813,107,1
2238,,38,102,64,166,Gd,-54370.926,1.584,8097.226,0.0095,3437.8515,2.1558,165941630.4,1.7,0
2239,,36,101,65,166,Tb,-57808.778,1.463,8113.223,0.0088,4775.693,1.669,165937939.7,1.57,0
2240,,34,100,66,166,Dy,-62584.471,0.804,8137.2793,0.0048,485.8684,0.8502,165932812.8,0.862,0
2241,,32,99,67,166,Ho,-63070.339,0.786,8135.4933,0.0047,1853.8057,0.7792,165932291.2,0.844,0
2242,,30,98,68,166,Er,-64924.145,0.334,8141.9479,0.002,-3037.6667,11.547,165930301.1,0.358,0
2243,,28,97,69,166,Tm,-61886.478,11.552,8118.9357,0.0696,-292.7714,13.5069,165933562.1,12.401,0
2244,,26,96,70,166,Yb,-61593.706,7.001,8112.4591,0.0422,-5572.7197,30.6189,165933876.4,7.515,0
2245,,24,95,71,166,Lu,-56020.987,29.808,8074.1756,0.1796,-2161.9978,40.8585,165939859,32,0
2246,,22,94,72,166,Hf,-53858.989,27.945,8056.4386,0.1683,-7761.2089,39.5199,165942180,30,0
2247,,20,93,73,166,Ta,-46097.78,27.945,8004.9714,0.1683,-4210.3092,29.5036,165950512,30,0
2248,,18,92,74,166,W,-41887.471,9.463,7974.8951,0.057,-10050.1358,88.7072,165955032,10.159,0
2249,,16,91,75,166,Re,-31837.335,88.242,7909.6392,0.5316,-6405.809,88.3046,165965821.2,94.731,0
