N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
51, 31, 82, Ga, -52930.718, 2.426, 8421.049, 0.030, 0
50, 32, 82, Ge, -65415.066, 2.241, 8563.756, 0.027, 0
49, 33, 82, As, -70103.089, 4.287, 8611.386, 0.052, 0
48, 34, 82, Se, -77593.919, 1.412, 8693.197, 0.017, 0
47, 35, 82, Br, -77497.277, 1.277, 8682.477, 0.016, 0
46, 36, 82, Kr, -80590.318, 0.877, 8710.657, 0.011, 0
45, 37, 82, Rb, -76187.803, 3.009, 8647.427, 0.037, 0
44, 38, 82, Sr, -76010.046, 5.992, 8635.718, 0.073, 0
43, 39, 82, Y, -68062.962, 5.515, 8529.262, 0.067, 0
42, 40, 82, Zr, -63943, 200, 8469, 2, 1
41, 41, 82, Nb, -52201, 298, 8317, 4, 1
53, 30, 83, Zn, -36738, 503, 8231, 6, 1
52, 31, 83, Ga, -49257.122, 2.613, 8372.575, 0.031, 0
51, 32, 83, Ge, -60976.434, 2.427, 8504.345, 0.029, 0
50, 33, 83, As, -69669.322, 2.799, 8599.653, 0.034, 0
49, 34, 83, Se, -75340.567, 3.316, 8658.556, 0.040, 0
48, 35, 83, Br, -79013.401, 3.847, 8693.381, 0.046, 0
47, 36, 83, Kr, -79990.031, 0.300, 8695.721, 0.004, 0
46, 37, 83, Rb, -79070.629, 2.329, 8675.218, 0.028, 0
45, 38, 83, Sr, -76797.605, 6.834, 8638.407, 0.082, 0
44, 39, 83, Y, -72204.524, 18.636, 8573.643, 0.225, 0
43, 40, 83, Zr, -65910.513, 6.444, 8488.385, 0.078, 0
42, 41, 83, Nb, -58410.513, 300.069, 8388.598, 3.615, 0
41, 42, 83, Mo, -46686, 401, 8238, 5, 1
54, 30, 84, Zn, -32410, 600, 8178, 7, 1
53, 31, 84, Ga, -44283, 401, 8310, 5, 1
52, 32, 84, Ge, -58148.427, 3.171, 8465.524, 0.038, 0
51, 33, 84, As, -65853.559, 3.171, 8547.938, 0.038, 0
50, 34, 84, Se, -75947.721, 1.961, 8658.793, 0.023, 0
49, 35, 84, Br, -77783.084, 25.730, 8671.329, 0.306, 0
48, 36, 84, Kr, -82439.33541, 0.00412, 8717.446, 0.000, 0
47, 37, 84, Rb, -79758.960, 2.194, 8676.224, 0.026, 0
46, 38, 84, Sr, -80649.555, 1.243, 8677.512, 0.015, 0
45, 39, 84, Y, -73893.476, 4.314, 8587.769, 0.051, 0
44, 40, 84, Zr, -71420.533, 5.516, 8549.016, 0.066, 0
43, 41, 84, Nb, -61021, 300, 8416, 4, 1
42, 42, 84, Mo, -54502, 401, 8329, 5, 1
55, 30, 85, Zn, -25840, 700, 8099, 8, 1
54, 31, 85, Ga, -40064, 298, 8257, 4, 1
53, 32, 85, Ge, -53123.419, 3.729, 8401.768, 0.044, 0
52, 33, 85, As, -63189.143, 3.078, 8510.984, 0.036, 0
51, 34, 85, Se, -72413.635, 2.613, 8610.304, 0.031, 0
50, 35, 85, Br, -78575.468, 3.078, 8673.592, 0.036, 0
49, 36, 85, Kr, -81480.330, 2.000, 8698.562, 0.024, 0
48, 37, 85, Rb, -82167.33008, 0.00498, 8697.441, 0.000, 0
47, 38, 85, Sr, -81103.276, 2.813, 8675.718, 0.033, 0
46, 39, 85, Y, -77842.123, 18.965, 8628.148, 0.223, 0
45, 40, 85, Zr, -73174.025, 6.445, 8564.025, 0.076, 0
44, 41, 85, Nb, -66279.675, 4.099, 8473.711, 0.048, 0
43, 42, 85, Mo, -57509.752, 15.835, 8361.331, 0.186, 0
42, 43, 85, Tc, -46034, 401, 8217, 5, 1
55, 31, 86, Ga, -34456, 699, 8190, 8, 1
54, 32, 86, Ge, -49760, 298, 8359, 3, 1
53, 33, 86, As, -58962.142, 3.450, 8456.721, 0.040, 0
52, 34, 86, Se, -70503.166, 2.520, 8581.822, 0.029, 0
51, 35, 86, Br, -75632.251, 3.078, 8632.365, 0.036, 0
50, 36, 86, Kr, -83265.66488, 0.00379, 8712.029, 0.000, 0
49, 37, 86, Rb, -82747.010, 0.199, 8696.901, 0.002, 0
48, 38, 86, Sr, -84523.199, 1.076, 8708.457, 0.013, 0
47, 39, 86, Y, -79283.199, 14.183, 8638.430, 0.165, 0
46, 40, 86, Zr, -77968.652, 3.568, 8614.047, 0.041, 0
45, 41, 86, Nb, -69132.879, 5.517, 8502.209, 0.064, 0
44, 42, 86, Mo, -64110.244, 3.726, 8434.709, 0.043, 0
43, 43, 86, Tc, -51297, 298, 8277, 3, 1
56, 31, 87, Ga, -29580, 800, 8133, 9, 1
55, 32, 87, Ge, -44078, 401, 8290, 5, 1
54, 33, 87, As, -55617.906, 2.985, 8413.851, 0.034, 0
53, 34, 87, Se, -66426.124, 2.241, 8529.091, 0.026, 0
52, 35, 87, Br, -73891.676, 3.171, 8605.910, 0.036, 0
51, 36, 87, Kr, -80709.521, 0.246, 8675.283, 0.003, 0
50, 37, 87, Rb, -84597.790, 0.006, 8710.983, 0.000, 0
49, 38, 87, Sr, -84880.033, 1.075, 8705.235, 0.012, 0
48, 39, 87, Y, -83018.343, 1.558, 8674.844, 0.018, 0
47, 40, 87, Zr, -79346.533, 4.194, 8623.647, 0.048, 0
46, 41, 87, Nb, -73873.299, 6.817, 8551.743, 0.078, 0
45, 42, 87, Mo, -66884.808, 2.857, 8462.423, 0.033, 0
44, 43, 87, Tc, -57690.044, 4.192, 8347.744, 0.048, 0
43, 44, 87, Ru, -45932, 401, 8204, 5, 1
56, 32, 88, Ge, -40138, 503, 8243, 6, 1
55, 33, 88, As, -50720, 196, 8354, 2, 1
54, 34, 88, Se, -63884.195, 3.357, 8495.004, 0.038, 0
53, 35, 88, Br, -70715.958, 3.171, 8563.747, 0.036, 0
52, 36, 88, Kr, -79691.285, 2.608, 8656.849, 0.030, 0
51, 37, 88, Rb, -82608.994, 0.159, 8681.115, 0.002, 0
50, 38, 88, Sr, -87921.351, 1.085, 8732.592, 0.012, 0
49, 39, 88, Y, -84298.751, 1.851, 8682.536, 0.021, 0
48, 40, 88, Zr, -83628.329, 5.444, 8666.027, 0.062, 0
47, 41, 88, Nb, -76175.987, 56.783, 8572.451, 0.645, 0
46, 42, 88, Mo, -72686.543, 3.819, 8523.908, 0.043, 0
45, 43, 88, Tc, -61681.314, 149.039, 8389.958, 1.694, 0
44, 44, 88, Ru, -54399, 298, 8298, 3, 1
57, 32, 89, Ge, -33729, 600, 8169, 7, 1
56, 33, 89, As, -46798, 298, 8307, 3, 1
55, 34, 89, Se, -58992.390, 3.729, 8435.279, 0.042, 0
54, 35, 89, Br, -68274.262, 3.264, 8530.779, 0.037, 0
53, 36, 89, Kr, -76535.784, 2.142, 8614.815, 0.024, 0
52, 37, 89, Rb, -81712.239, 5.462, 8664.187, 0.061, 0
51, 38, 89, Sr, -86208.750, 1.089, 8705.919, 0.012, 0
50, 39, 89, Y, -87709.151, 2.233, 8713.987, 0.025, 0
49, 40, 89, Zr, -84876.390, 3.467, 8673.368, 0.039, 0
48, 41, 89, Nb, -80625.395, 23.634, 8616.814, 0.266, 0
47, 42, 89, Mo, -75014.934, 3.912, 8544.984, 0.044, 0
46, 43, 89, Tc, -67394.848, 3.819, 8450.575, 0.043, 0
45, 44, 89, Ru, -58107, 298, 8337, 3, 1
44, 45, 89, Rh, -46030, 359, 8193, 4, 1
58, 32, 90, Ge, -29221, 699, 8118, 8, 1
57, 33, 90, As, -41330, 596, 8244, 7, 1
56, 34, 90, Se, -55800.217, 329.749, 8395.766, 3.664, 0
55, 35, 90, Br, -64000.297, 3.357, 8478.186, 0.037, 0
54, 36, 90, Kr, -74959.250, 1.863, 8591.259, 0.021, 0
53, 37, 90, Rb, -79364.730, 6.515, 8631.516, 0.072, 0
52, 38, 90, Sr, -85948.917, 2.617, 8695.981, 0.029, 0
51, 39, 90, Y, -86494.860, 2.233, 8693.354, 0.025, 0
50, 40, 90, Zr, -88773.558, 1.849, 8709.980, 0.021, 0
49, 41, 90, Nb, -82662.222, 3.551, 8633.384, 0.039, 0
48, 42, 90, Mo, -80172.886, 3.531, 8597.032, 0.039, 0
47, 43, 90, Tc, -70724.686, 1.025, 8483.359, 0.011, 0
46, 44, 90, Ru, -64883.792, 3.730, 8409.768, 0.041, 0
45, 45, 90, Rh, -51959, 401, 8257, 4, 1
58, 33, 91, As, -36896, 596, 8193, 7, 1
57, 34, 91, Se, -50338, 503, 8332, 6, 1
56, 35, 91, Br, -61107.293, 3.544, 8441.923, 0.039, 0
55, 36, 91, Kr, -70973.964, 2.236, 8541.751, 0.025, 0
54, 37, 91, Rb, -77745.126, 7.807, 8607.562, 0.086, 0
53, 38, 91, Sr, -83652.406, 5.651, 8663.880, 0.062, 0
52, 39, 91, Y, -86351.877, 2.572, 8684.947, 0.028, 0
51, 40, 91, Zr, -87896.158, 1.830, 8693.320, 0.020, 0
50, 41, 91, Nb, -86638.575, 3.428, 8670.904, 0.038, 0
49, 42, 91, Mo, -82208.712, 6.244, 8613.627, 0.069, 0
48, 43, 91, Tc, -75986.253, 2.367, 8536.651, 0.026, 0
47, 44, 91, Ru, -68239.518, 2.223, 8442.925, 0.024, 0
46, 45, 91, Rh, -58796, 401, 8331, 4, 1
45, 46, 91, Pd, -46277, 503, 8184, 6, 1
59, 33, 92, As, -30981, 699, 8127, 8, 1
58, 34, 92, Se, -46724, 596, 8290, 6, 1
57, 35, 92, Br, -56232.805, 6.709, 8384.911, 0.073, 0
56, 36, 92, Kr, -68769.319, 2.701, 8512.674, 0.029, 0
55, 37, 92, Rb, -74772.524, 6.128, 8569.423, 0.067, 0
54, 38, 92, Sr, -82867.392, 3.424, 8648.907, 0.037, 0
53, 39, 92, Y, -84817.054, 9.206, 8661.595, 0.100, 0
52, 40, 92, Zr, -88459.630, 1.828, 8692.684, 0.020, 0
51, 41, 92, Nb, -86453.745, 2.394, 8662.377, 0.026, 0
50, 42, 92, Mo, -86807.827, 0.781, 8657.722, 0.008, 0
49, 43, 92, Tc, -78925.692, 3.102, 8563.543, 0.034, 0
48, 44, 92, Ru, -74301.201, 2.718, 8504.773, 0.030, 0
47, 45, 92, Rh, -62999.087, 4.378, 8373.420, 0.048, 0
46, 46, 92, Pd, -55070, 503, 8279, 5, 1
59, 34, 93, Se, -40716, 801, 8223, 9, 1
58, 35, 93, Br, -52970.338, 449.912, 8346.459, 4.838, 0
57, 36, 93, Kr, -64135.994, 2.515, 8458.108, 0.027, 0
56, 37, 93, Rb, -72619.953, 7.831, 8540.921, 0.084, 0
55, 38, 93, Sr, -80085.915, 7.557, 8612.788, 0.081, 0
54, 39, 93, Y, -84227.656, 10.574, 8648.910, 0.114, 0
53, 40, 93, Zr, -87122.683, 1.819, 8671.627, 0.020, 0
52, 41, 93, Nb, -87212.984, 1.824, 8664.186, 0.020, 0
51, 42, 93, Mo, -86806.320, 0.785, 8651.401, 0.008, 0
50, 43, 93, Tc, -83605.357, 1.269, 8608.569, 0.014, 0
49, 44, 93, Ru, -77216.712, 2.065, 8531.462, 0.022, 0
48, 45, 93, Rh, -69011.800, 2.629, 8434.825, 0.028, 0
47, 46, 93, Pd, -59140, 400, 8320, 4, 1
46, 47, 93, Ag, -46267, 503, 8173, 5, 1
60, 34, 94, Se, -36803, 801, 8180, 9, 1
59, 35, 94, Br, -47599, 401, 8286, 4, 1
58, 36, 94, Kr, -61347.771, 12.109, 8424.331, 0.129, 0
57, 37, 94, Rb, -68562.789, 2.029, 8492.764, 0.022, 0
56, 38, 94, Sr, -78845.748, 1.663, 8593.834, 0.018, 0
55, 39, 94, Y, -82352.842, 6.463, 8622.821, 0.069, 0
54, 40, 94, Zr, -87270.901, 1.881, 8666.818, 0.020, 0
53, 41, 94, Nb, -86369.207, 1.824, 8648.902, 0.019, 0
52, 42, 94, Mo, -88412.843, 0.447, 8662.320, 0.005, 0
51, 43, 94, Tc, -84157.095, 4.093, 8608.723, 0.044, 0
50, 44, 94, Ru, -82583.591, 3.143, 8583.661, 0.033, 0
49, 45, 94, Rh, -72907.613, 3.379, 8472.402, 0.036, 0
48, 46, 94, Pd, -66101.047, 4.308, 8391.669, 0.046, 0
47, 47, 94, Ag, -52411, 640, 8238, 7, 1
61, 34, 95, Se, -30460, 800, 8112, 8, 1
60, 35, 95, Br, -43771, 196, 8244, 2, 1
59, 36, 95, Kr, -56158.912, 18.630, 8365.995, 0.196, 0
58, 37, 95, Rb, -65893.881, 20.210, 8460.234, 0.213, 0
57, 38, 95, Sr, -75122.251, 5.890, 8549.139, 0.062, 0
56, 39, 95, Y, -81211.319, 6.890, 8604.999, 0.073, 0
55, 40, 95, Zr, -85661.557, 1.808, 8643.609, 0.019, 0
54, 41, 95, Nb, -86785.057, 0.660, 8647.200, 0.007, 0
53, 42, 95, Mo, -87710.624, 0.441, 8648.707, 0.005, 0
52, 43, 95, Tc, -86020.106, 5.097, 8622.677, 0.054, 0
51, 44, 95, Ru, -83456.497, 9.511, 8587.457, 0.100, 0
50, 45, 95, Rh, -78340.606, 3.886, 8525.370, 0.041, 0
49, 46, 95, Pd, -69964.665, 3.061, 8428.967, 0.032, 0
48, 47, 95, Ag, -59597, 401, 8312, 4, 1
47, 48, 95, Cd, -46631, 503, 8167, 5, 1
61, 35, 96, Br, -38163, 298, 8184, 3, 1
60, 36, 96, Kr, -53079.678, 20.493, 8330.850, 0.213, 0
59, 37, 96, Rb, -61354.361, 3.353, 8408.896, 0.035, 0
58, 38, 96, Sr, -72929.855, 8.690, 8521.324, 0.091, 0
57, 39, 96, Y, -78341.593, 6.383, 8569.547, 0.066, 0
56, 40, 96, Zr, -85444.610, 1.995, 8635.387, 0.021, 0
55, 41, 96, Nb, -85606.827, 3.230, 8628.928, 0.034, 0
54, 42, 96, Mo, -88793.627, 0.441, 8653.974, 0.005, 0
53, 43, 96, Tc, -85820.385, 5.164, 8614.853, 0.054, 0
52, 44, 96, Ru, -86079.123, 0.457, 8609.399, 0.005, 0
51, 45, 96, Rh, -79686.469, 10.010, 8534.660, 0.104, 0
50, 46, 96, Pd, -76182.159, 4.216, 8490.007, 0.044, 0
49, 47, 96, Ag, -64511.635, 90.084, 8360.290, 0.938, 0
48, 48, 96, Cd, -55573, 401, 8259, 4, 1
62, 35, 97, Br, -34055, 401, 8140, 4, 1
61, 36, 97, Kr, -47423.491, 130.409, 8269.864, 1.344, 0
60, 37, 97, Rb, -58519.121, 1.912, 8376.186, 0.020, 0
59, 38, 97, Sr, -68582.214, 3.395, 8471.864, 0.035, 0
58, 39, 97, Y, -76127.179, 6.993, 8541.582, 0.072, 0
57, 40, 97, Zr, -82948.417, 1.981, 8603.838, 0.020, 0
56, 41, 97, Nb, -85608.088, 1.762, 8623.192, 0.018, 0
55, 42, 97, Mo, -87543.559, 0.457, 8635.080, 0.005, 0
54, 43, 97, Tc, -87218.851, 3.769, 8623.667, 0.039, 0
53, 44, 97, Ru, -86119.303, 2.795, 8604.266, 0.029, 0
52, 45, 97, Rh, -82596.303, 35.466, 8559.881, 0.366, 0
51, 46, 97, Pd, -77805.842, 4.844, 8502.430, 0.050, 0
50, 47, 97, Ag, -70825.842, 110.107, 8422.405, 1.135, 0
49, 48, 97, Cd, -60454, 298, 8307, 3, 1
48, 49, 97, In, -47189, 503, 8163, 5, 1
63, 35, 98, Br, -28448, 401, 8082, 4, 1
62, 36, 98, Kr, -44311, 298, 8236, 3, 1
61, 37, 98, Rb, -54318.333, 3.447, 8330.210, 0.035, 0
60, 38, 98, Sr, -66425.976, 3.693, 8445.774, 0.038, 0
59, 39, 98, Y, -72300.590, 8.167, 8497.736, 0.083, 0
58, 40, 98, Zr, -81292.514, 8.676, 8581.507, 0.089, 0
57, 41, 98, Nb, -83530.365, 5.383, 8596.360, 0.055, 0
56, 42, 98, Mo, -88114.842, 0.460, 8635.157, 0.005, 0
55, 43, 98, Tc, -86431.125, 3.399, 8609.993, 0.035, 0
54, 44, 98, Ru, -88224.765, 6.463, 8620.312, 0.066, 0
53, 45, 98, Rh, -83175.112, 11.907, 8560.802, 0.121, 0
52, 46, 98, Pd, -81320.975, 4.742, 8533.899, 0.048, 0
51, 47, 98, Ag, -73066.415, 32.907, 8441.686, 0.336, 0
50, 48, 98, Cd, -67636.415, 51.797, 8378.294, 0.529, 0
49, 49, 98, In, -53896, 196, 8230, 2, 1
63, 36, 99, Kr, -38759, 503, 8178, 5, 1
62, 37, 99, Rb, -51205.403, 111.802, 8296.151, 1.129, 0
61, 38, 99, Sr, -62511.942, 3.562, 8402.456, 0.036, 0
60, 39, 99, Y, -70655.702, 6.916, 8476.814, 0.070, 0
59, 40, 99, Zr, -77624.426, 10.580, 8539.303, 0.107, 0
58, 41, 99, Nb, -82331.795, 12.046, 8578.949, 0.122, 0
57, 42, 99, Mo, -85968.970, 0.482, 8607.786, 0.005, 0
56, 43, 99, Tc, -87326.776, 0.966, 8613.599, 0.010, 0
55, 44, 99, Ru, -87621.838, 1.052, 8608.677, 0.011, 0
54, 45, 99, Rh, -85577.994, 6.757, 8580.129, 0.068, 0
53, 46, 99, Pd, -82181.239, 5.000, 8537.916, 0.051, 0
52, 47, 99, Ag, -76712.473, 6.265, 8474.774, 0.063, 0
51, 48, 99, Cd, -69931.122, 1.584, 8398.373, 0.016, 0
50, 49, 99, In, -61376, 196, 8304, 2, 1
49, 50, 99, Sn, -47944, 503, 8160, 5, 1
64, 36, 100, Kr, -35052, 401, 8140, 4, 1
63, 37, 100, Rb, -46547, 196, 8247, 2, 1
62, 38, 100, Sr, -59830.146, 9.536, 8372.327, 0.095, 0
61, 39, 100, Y, -67333.330, 11.363, 8439.535, 0.114, 0
60, 40, 100, Zr, -76381.971, 8.291, 8522.198, 0.083, 0
59, 41, 100, Nb, -79803.334, 8.232, 8548.588, 0.082, 0
58, 42, 100, Mo, -86189.480, 1.048, 8604.626, 0.010, 0
57, 43, 100, Tc, -86019.859, 1.391, 8595.107, 0.014, 0
56, 44, 100, Ru, -89223.846, 1.052, 8619.323, 0.011, 0
55, 45, 100, Rh, -85588.217, 18.144, 8575.143, 0.181, 0
54, 46, 100, Pd, -85227.225, 17.695, 8563.710, 0.177, 0
53, 47, 100, Ag, -78137.959, 5.000, 8484.994, 0.050, 0
52, 48, 100, Cd, -74194.596, 1.677, 8437.737, 0.017, 0
51, 49, 100, In, -64312.972, 182.519, 8331.097, 1.825, 0
50, 50, 100, Sn, -57282.972, 301.518, 8252.974, 3.015, 0
65, 36, 101, Kr, -29128, 503, 8081, 5, 1
64, 37, 101, Rb, -42812, 216, 8209, 2, 1
63, 38, 101, Sr, -55561.993, 80.339, 8327.088, 0.795, 0
62, 39, 101, Y, -65066.993, 7.374, 8413.451, 0.073, 0
61, 40, 101, Zr, -73170.750, 8.493, 8485.940, 0.084, 0
60, 41, 101, Nb, -78887.990, 3.875, 8534.800, 0.038, 0
59, 42, 101, Mo, -83516.403, 1.050, 8572.880, 0.010, 0
58, 43, 101, Tc, -86341.057, 24.024, 8593.101, 0.238, 0
57, 44, 101, Ru, -87954.577, 1.075, 8601.330, 0.011, 0
56, 45, 101, Rh, -87410.826, 5.856, 8588.201, 0.058, 0
55, 46, 101, Pd, -85430.657, 4.608, 8560.849, 0.046, 0
54, 47, 101, Ag, -81334.373, 4.838, 8512.546, 0.048, 0
53, 48, 101, Cd, -75836.455, 1.490, 8450.365, 0.015, 0
52, 49, 101, In, -68614, 298, 8371, 3, 1
51, 50, 101, Sn, -60305.625, 300.005, 8281.102, 2.970, 0
65, 37, 102, Rb, -37707, 298, 8157, 3, 1
64, 38, 102, Sr, -52358.366, 70.119, 8293.172, 0.687, 0
63, 39, 102, Y, -61173.366, 4.079, 8371.924, 0.040, 0
62, 40, 102, Zr, -71593.762, 9.001, 8466.414, 0.088, 0
61, 41, 102, Nb, -76310.599, 3.260, 8504.988, 0.032, 0
60, 42, 102, Mo, -83570.462, 8.485, 8568.493, 0.083, 0
59, 43, 102, Tc, -84570.589, 9.191, 8570.628, 0.090, 0
58, 44, 102, Ru, -89102.900, 1.076, 8607.392, 0.011, 0
57, 45, 102, Rh, -86780.428, 4.684, 8576.953, 0.046, 0
56, 46, 102, Pd, -87930.996, 2.639, 8580.563, 0.026, 0
55, 47, 102, Ag, -82246.534, 8.171, 8517.163, 0.080, 0
54, 48, 102, Cd, -79659.534, 1.663, 8484.130, 0.016, 0
53, 49, 102, In, -70693.745, 4.589, 8388.560, 0.045, 0
52, 50, 102, Sn, -64933.745, 100.105, 8324.419, 0.981, 0
66, 37, 103, Rb, -33608, 401, 8117, 4, 1
65, 38, 103, Sr, -47422, 196, 8243, 2, 1
64, 39, 103, Y, -58457.765, 11.205, 8342.640, 0.109, 0
63, 40, 103, Zr, -67821.446, 9.459, 8425.954, 0.092, 0
62, 41, 103, Nb, -75025.099, 4.061, 8488.297, 0.039, 0
61, 42, 103, Mo, -80966.783, 9.459, 8538.387, 0.092, 0
60, 43, 103, Tc, -84601.889, 9.828, 8566.084, 0.095, 0
59, 44, 103, Ru, -87263.637, 1.086, 8584.331, 0.011, 0
58, 45, 103, Rh, -88028.052, 2.431, 8584.157, 0.024, 0
57, 46, 103, Pd, -87485.032, 2.542, 8571.289, 0.025, 0
56, 47, 103, Ag, -84800.290, 3.847, 8537.628, 0.037, 0
55, 48, 103, Cd, -80651.995, 1.788, 8489.758, 0.017, 0
54, 49, 103, In, -74629.515, 9.127, 8423.691, 0.089, 0
53, 50, 103, Sn, -66969.515, 70.592, 8341.727, 0.685, 0
52, 51, 103, Sb, -56178, 298, 8229, 3, 1
66, 38, 104, Sr, -44106, 298, 8210, 3, 1
65, 39, 104, Y, -54064, 401, 8298, 4, 1
64, 40, 104, Zr, -65730.230, 9.554, 8402.436, 0.092, 0
63, 41, 104, Nb, -71825.182, 3.436, 8453.519, 0.033, 0
62, 42, 104, Mo, -80355.913, 9.146, 8528.023, 0.088, 0
61, 43, 104, Tc, -82507.185, 24.932, 8541.185, 0.240, 0
60, 44, 104, Ru, -88093.734, 2.567, 8587.380, 0.025, 0
59, 45, 104, Rh, -86955.692, 2.433, 8568.914, 0.023, 0
58, 46, 104, Pd, -89394.976, 1.337, 8584.846, 0.013, 0
57, 47, 104, Ag, -85116.322, 4.218, 8536.183, 0.041, 0
56, 48, 104, Cd, -83968.236, 1.674, 8517.621, 0.016, 0
55, 49, 104, In, -76182.664, 5.775, 8435.237, 0.056, 0
54, 50, 104, Sn, -71627.041, 5.745, 8383.911, 0.055, 0
53, 51, 104, Sb, -59170.544, 122.406, 8256.614, 1.177, 0
67, 38, 105, Sr, -38610, 503, 8156, 5, 1
66, 39, 105, Y, -50822, 503, 8265, 5, 1
65, 40, 105, Zr, -61470.962, 12.298, 8358.718, 0.117, 0
64, 41, 105, Nb, -69911.912, 4.156, 8431.657, 0.040, 0
63, 42, 105, Mo, -77343.235, 9.297, 8494.981, 0.089, 0
62, 43, 105, Tc, -82292.947, 35.287, 8534.670, 0.336, 0
61, 44, 105, Ru, -85932.515, 2.568, 8561.882, 0.024, 0
60, 45, 105, Rh, -87850.550, 2.510, 8572.698, 0.024, 0
59, 46, 105, Pd, -88417.759, 1.139, 8570.649, 0.011, 0
58, 47, 105, Ag, -87070.828, 4.544, 8550.370, 0.043, 0
57, 48, 105, Cd, -84333.837, 1.392, 8516.852, 0.013, 0
56, 49, 105, In, -79640.571, 10.246, 8464.704, 0.098, 0
55, 50, 105, Sn, -73337.986, 3.971, 8397.228, 0.038, 0
54, 51, 105, Sb, -64016.090, 21.537, 8300.997, 0.205, 0
53, 52, 105, Te, -52811.510, 300.020, 8186.836, 2.857, 0
68, 38, 106, Sr, -34790, 600, 8119, 6, 1
67, 39, 106, Y, -46053, 503, 8218, 5, 1
66, 40, 106, Zr, -58908, 196, 8332, 2, 1
65, 41, 106, Nb, -66199.683, 4.248, 8393.237, 0.040, 0
64, 42, 106, Mo, -76140.819, 9.382, 8479.640, 0.089, 0
63, 43, 106, Tc, -79775.384, 12.252, 8506.548, 0.116, 0
62, 44, 106, Ru, -86322.384, 5.397, 8560.932, 0.051, 0
61, 45, 106, Rh, -86361.788, 5.395, 8553.923, 0.051, 0
60, 46, 106, Pd, -89907.404, 1.106, 8579.991, 0.010, 0
59, 47, 106, Ag, -86942.262, 3.016, 8544.638, 0.028, 0
58, 48, 106, Cd, -87132.015, 1.104, 8539.047, 0.010, 0
57, 49, 106, In, -80608.012, 12.226, 8470.119, 0.115, 0
56, 50, 106, Sn, -77353.680, 5.091, 8432.037, 0.048, 0
55, 51, 106, Sb, -66473.291, 7.452, 8322.012, 0.070, 0
54, 52, 106, Te, -58218.688, 100.541, 8236.757, 0.949, 0
69, 38, 107, Sr, -28900, 700, 8064, 7, 1
68, 39, 107, Y, -42364, 503, 8182, 5, 1
67, 40, 107, Zr, -54269, 298, 8286, 3, 1
66, 41, 107, Nb, -63720.100, 8.090, 8367.054, 0.076, 0
65, 42, 107, Mo, -72557.908, 9.477, 8442.339, 0.089, 0
64, 43, 107, Tc, -78747.902, 8.693, 8492.878, 0.081, 0
63, 44, 107, Ru, -83860.500, 8.693, 8533.348, 0.081, 0
62, 45, 107, Rh, -86863.855, 12.051, 8554.105, 0.113, 0
61, 46, 107, Pd, -88372.517, 1.202, 8560.893, 0.011, 0
60, 47, 107, Ag, -88406.595, 2.382, 8553.899, 0.022, 0
59, 48, 107, Cd, -86990.248, 1.665, 8533.351, 0.016, 0
58, 49, 107, In, -83564.248, 11.125, 8494.021, 0.104, 0
57, 50, 107, Sn, -78512.227, 5.310, 8439.494, 0.050, 0
56, 51, 107, Sb, -70653.222, 4.148, 8358.733, 0.039, 0
55, 52, 107, Te, -60536.329, 70.764, 8256.871, 0.661, 0
54, 53, 107, I, -49574, 298, 8147, 3, 1
69, 39, 108, Y, -37297, 596, 8134, 6, 1
68, 40, 108, Zr, -51353, 401, 8257, 4, 1
67, 41, 108, Nb, -59545.965, 8.237, 8325.667, 0.076, 0
66, 42, 108, Mo, -70762.348, 9.482, 8422.278, 0.088, 0
65, 43, 108, Tc, -75920.745, 8.790, 8462.797, 0.081, 0
64, 44, 108, Ru, -83659.318, 8.701, 8527.207, 0.081, 0
63, 45, 108, Rh, -85031.920, 13.996, 8532.672, 0.130, 0
62, 46, 108, Pd, -89524.361, 1.110, 8567.025, 0.010, 0
61, 47, 108, Ag, -87606.688, 2.388, 8542.025, 0.022, 0
60, 48, 108, Cd, -89252.551, 1.124, 8550.020, 0.010, 0
59, 49, 108, In, -84119.941, 8.641, 8495.252, 0.080, 0
58, 50, 108, Sn, -82069.943, 5.382, 8469.027, 0.050, 0
57, 51, 108, Sb, -72445.330, 5.496, 8372.666, 0.051, 0
56, 52, 108, Te, -65781.671, 5.411, 8303.721, 0.050, 0
55, 53, 108, I, -52646.529, 132.224, 8174.856, 1.224, 0
70, 39, 109, Y, -33200, 700, 8096, 6, 1
69, 40, 109, Zr, -46193, 503, 8208, 5, 1
68, 41, 109, Nb, -56619.931, 525.363, 8296.489, 4.820, 0
67, 42, 109, Mo, -66672.465, 11.398, 8381.536, 0.105, 0
66, 43, 109, Tc, -74280.725, 9.689, 8444.160, 0.089, 0
65, 44, 109, Ru, -80736.351, 8.975, 8496.208, 0.082, 0
64, 45, 109, Rh, -84999.925, 4.047, 8528.146, 0.037, 0
63, 46, 109, Pd, -87606.632, 1.116, 8544.883, 0.010, 0
62, 47, 109, Ag, -88719.883, 1.309, 8547.919, 0.012, 0
61, 48, 109, Cd, -88504.363, 1.537, 8538.764, 0.014, 0
60, 49, 109, In, -86487.931, 4.026, 8513.087, 0.037, 0
59, 50, 109, Sn, -82630.914, 7.958, 8470.524, 0.073, 0
58, 51, 109, Sb, -76251.054, 5.265, 8404.816, 0.048, 0
