N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
32, 18, 50, Ar, -14503, 699, 8080, 14, 1
31, 19, 50, K, -25352.141, 278.439, 8281.068, 5.569, 0
30, 20, 50, Ca, -39570.832, 9.268, 8549.795, 0.185, 0
29, 21, 50, Sc, -44536.885, 15.546, 8633.469, 0.311, 0
28, 22, 50, Ti, -51426.672, 0.823, 8755.618, 0.016, 0
27, 23, 50, V, -49221.554, 1.005, 8695.869, 0.020, 0
26, 24, 50, Cr, -50259.499, 1.001, 8700.981, 0.020, 0
25, 25, 50, Mn, -42626.814, 1.026, 8532.680, 0.021, 0
24, 26, 50, Fe, -34475.541, 60.004, 8354.008, 1.200, 0
23, 27, 50, Co, -17195, 168, 7993, 3, 1
22, 28, 50, Ni, -3791, 261, 7709, 5, 1
34, 17, 51, Cl, 13497, 997, 7546, 20, 1
33, 18, 51, Ar, -7797, 699, 7948, 14, 1
32, 19, 51, K, -22002, 503, 8211, 10, 1
31, 20, 51, Ca, -35863.251, 93.793, 8467.716, 1.839, 0
30, 21, 51, Sc, -43218.184, 20.412, 8596.590, 0.400, 0
29, 22, 51, Ti, -49727.849, 0.958, 8708.890, 0.019, 0
28, 23, 51, V, -52201.383, 1.001, 8742.051, 0.020, 0
27, 24, 51, Cr, -51448.807, 1.001, 8711.954, 0.020, 0
26, 25, 51, Mn, -48241.341, 0.998, 8633.723, 0.020, 0
25, 26, 51, Fe, -40222.341, 15.016, 8461.147, 0.294, 0
24, 27, 51, Co, -27274, 149, 8192, 3, 1
23, 28, 51, Ni, -11439, 261, 7866, 5, 1
34, 18, 52, Ar, -2999, 904, 7858, 17, 1
33, 19, 52, K, -16199, 699, 8097, 13, 1
32, 20, 52, Ca, -32509.141, 698.621, 8395.590, 13.435, 0
31, 21, 52, Sc, -40356.541, 193.271, 8531.457, 3.717, 0
30, 22, 52, Ti, -49464.837, 7.119, 8691.571, 0.137, 0
29, 23, 52, V, -51441.310, 1.009, 8714.535, 0.019, 0
28, 24, 52, Cr, -55416.933, 0.779, 8775.944, 0.015, 0
27, 25, 52, Mn, -50705.444, 1.961, 8670.294, 0.038, 0
26, 26, 52, Fe, -48331.615, 6.547, 8609.598, 0.126, 0
25, 27, 52, Co, -33916, 65, 8317, 1, 1
24, 28, 52, Ni, -22654, 84, 8086, 2, 1
23, 29, 52, Cu, -2627, 261, 7686, 5, 1
35, 18, 53, Ar, 4602, 997, 7719, 19, 1
34, 19, 53, K, -11998, 699, 8017, 13, 1
33, 20, 53, Ca, -27898, 503, 8302, 9, 1
32, 21, 53, Sc, -37623, 298, 8471, 6, 1
31, 22, 53, Ti, -46828.839, 100.051, 8630.132, 1.888, 0
30, 23, 53, V, -51848.839, 3.193, 8710.088, 0.060, 0
29, 24, 53, Cr, -55284.741, 0.771, 8760.155, 0.015, 0
28, 25, 53, Mn, -54687.904, 0.817, 8734.133, 0.015, 0
27, 26, 53, Fe, -50945.323, 1.773, 8648.757, 0.033, 0
26, 27, 53, Co, -42644.824, 18.010, 8477.382, 0.340, 0
25, 28, 53, Ni, -29370, 158, 8212, 3, 1
24, 29, 53, Cu, -13460, 261, 7897, 5, 1
35, 19, 54, K, -5403, 904, 7896, 17, 1
34, 20, 54, Ca, -23893, 699, 8224, 13, 1
33, 21, 54, Sc, -34218.841, 370.138, 8400.753, 6.854, 0
32, 22, 54, Ti, -45594.395, 124.717, 8596.924, 2.310, 0
31, 23, 54, V, -49890.954, 15.020, 8662.002, 0.278, 0
30, 24, 54, Cr, -56932.545, 0.765, 8777.914, 0.014, 0
29, 25, 54, Mn, -55555.370, 1.263, 8737.923, 0.023, 0
28, 26, 54, Fe, -56252.456, 0.690, 8736.344, 0.013, 0
27, 27, 54, Co, -48009.541, 0.717, 8569.209, 0.013, 0
26, 28, 54, Ni, -39210.779, 50.004, 8391.781, 0.926, 0
25, 29, 54, Cu, -21694, 214, 8053, 4, 1
24, 30, 54, Zn, -6567, 401, 7758, 7, 1
36, 19, 55, K, -270, 997, 7806, 18, 1
35, 20, 55, Ca, -18118, 699, 8116, 13, 1
34, 21, 55, Sc, -29580.571, 735.979, 8310.432, 13.381, 0
33, 22, 55, Ti, -41670.332, 152.102, 8516.021, 2.765, 0
32, 23, 55, V, -49151.491, 100.003, 8637.817, 1.818, 0
31, 24, 55, Cr, -55107.491, 0.788, 8731.884, 0.014, 0
30, 25, 55, Mn, -57710.580, 0.680, 8764.988, 0.012, 0
29, 26, 55, Fe, -57479.368, 0.686, 8746.560, 0.012, 0
28, 27, 55, Co, -54027.557, 0.730, 8669.575, 0.013, 0
27, 28, 55, Ni, -45335.579, 11.017, 8497.315, 0.200, 0
26, 29, 55, Cu, -31624, 298, 8234, 5, 1
25, 30, 55, Zn, -14923, 252, 7916, 5, 1
36, 20, 56, Ca, -13441, 904, 8032, 16, 1
35, 21, 56, Sc, -25271, 699, 8229, 12, 1
34, 22, 56, Ti, -38936.785, 195.950, 8459.266, 3.499, 0
33, 23, 56, V, -46080.109, 204.259, 8572.855, 3.647, 0
32, 24, 56, Cr, -55281.245, 1.863, 8723.191, 0.033, 0
31, 25, 56, Mn, -56909.710, 0.687, 8738.300, 0.012, 0
30, 26, 56, Fe, -60605.352, 0.685, 8790.323, 0.012, 0
29, 27, 56, Co, -56039.352, 2.114, 8694.817, 0.038, 0
28, 28, 56, Ni, -53903.674, 11.072, 8642.709, 0.198, 0
27, 29, 56, Cu, -38601, 140, 8355, 2, 1
26, 30, 56, Zn, -25728, 261, 8112, 5, 1
25, 31, 56, Ga, -4741, 261, 7723, 5, 1
37, 20, 57, Ca, -7120, 1000, 7922, 18, 1
36, 21, 57, Sc, -20688, 699, 8146, 12, 1
35, 22, 57, Ti, -33543.903, 455.424, 8357.848, 7.990, 0
34, 23, 57, V, -44188.742, 232.979, 8530.874, 4.087, 0
33, 24, 57, Cr, -52524.140, 1.863, 8663.384, 0.033, 0
32, 25, 57, Mn, -57486.800, 1.850, 8736.723, 0.032, 0
31, 26, 57, Fe, -60180.130, 0.686, 8770.249, 0.012, 0
30, 27, 57, Co, -59344.204, 0.713, 8741.858, 0.013, 0
29, 28, 57, Ni, -56081.969, 1.814, 8670.901, 0.032, 0
28, 29, 57, Cu, -47309.576, 15.657, 8503.274, 0.275, 0
27, 30, 57, Zn, -32800, 102, 8235, 2, 1
26, 31, 57, Ga, -15901, 261, 7925, 5, 1
37, 21, 58, Sc, -15174, 801, 8050, 14, 1
36, 22, 58, Ti, -30767, 699, 8305, 12, 1
35, 23, 58, V, -40208.743, 247.930, 8454.330, 4.275, 0
34, 24, 58, Cr, -51834.726, 202.917, 8641.290, 3.499, 0
33, 25, 58, Mn, -55906.827, 30.008, 8698.010, 0.517, 0
32, 26, 58, Fe, -62153.418, 0.704, 8792.221, 0.012, 0
31, 27, 58, Co, -59845.868, 1.250, 8738.947, 0.022, 0
30, 28, 58, Ni, -60227.694, 0.609, 8732.041, 0.011, 0
29, 29, 58, Cu, -51662.055, 1.563, 8570.869, 0.027, 0
28, 30, 58, Zn, -42297.694, 50.004, 8395.926, 0.862, 0
27, 31, 58, Ga, -23986, 214, 8067, 4, 1
26, 32, 58, Ge, -8374, 317, 7784, 5, 1
38, 21, 59, Sc, -10042, 904, 7963, 15, 1
37, 22, 59, Ti, -25216, 699, 8207, 12, 1
36, 23, 59, V, -37066.562, 307.377, 8394.581, 5.210, 0
35, 24, 59, Cr, -47891.490, 244.333, 8564.795, 4.141, 0
34, 25, 59, Mn, -55479.562, 30.006, 8680.146, 0.509, 0
33, 26, 59, Fe, -60663.114, 0.712, 8754.743, 0.012, 0
32, 27, 59, Co, -62228.412, 0.624, 8768.013, 0.011, 0
31, 28, 59, Ni, -61155.650, 0.608, 8736.570, 0.010, 0
30, 29, 59, Cu, -56357.224, 0.788, 8641.981, 0.013, 0
29, 30, 59, Zn, -47260.499, 37.147, 8474.539, 0.630, 0
28, 31, 59, Ga, -34121, 168, 8239, 3, 1
27, 32, 59, Ge, -17000, 279, 7935, 5, 1
39, 21, 60, Sc, -3996, 904, 7864, 15, 1
38, 22, 60, Ti, -21648, 801, 8145, 13, 1
37, 23, 60, V, -32577.268, 474.712, 8314.372, 7.912, 0
36, 24, 60, Cr, -46503.876, 213.397, 8533.443, 3.557, 0
35, 25, 60, Mn, -53177.832, 86.070, 8631.637, 1.434, 0
34, 26, 60, Fe, -61411.832, 3.464, 8755.831, 0.058, 0
33, 27, 60, Co, -61649.012, 0.628, 8746.745, 0.010, 0
32, 28, 60, Ni, -64472.079, 0.607, 8780.757, 0.010, 0
31, 29, 60, Cu, -58344.099, 1.686, 8665.585, 0.028, 0
30, 30, 60, Zn, -54187.768, 10.556, 8583.273, 0.176, 0
29, 31, 60, Ga, -39998, 112, 8334, 2, 1
28, 32, 60, Ge, -27768, 233, 8117, 4, 1
27, 33, 60, As, -6399, 596, 7748, 10, 1
39, 22, 61, Ti, -15649, 904, 8046, 15, 1
38, 23, 61, V, -29361, 401, 8258, 7, 1
37, 24, 61, Cr, -42180.653, 254.607, 8454.995, 4.174, 0
36, 25, 61, Mn, -51555.736, 227.914, 8595.859, 3.736, 0
35, 26, 61, Fe, -58921.391, 20.009, 8703.782, 0.328, 0
34, 27, 61, Co, -62898.422, 0.928, 8756.154, 0.015, 0
33, 28, 61, Ni, -64220.892, 0.607, 8765.009, 0.010, 0
32, 29, 61, Cu, -61983.640, 0.978, 8715.507, 0.016, 0
31, 30, 61, Zn, -56345.480, 16.278, 8610.253, 0.267, 0
30, 31, 61, Ga, -47090.480, 52.583, 8445.706, 0.862, 0
29, 32, 61, Ge, -33729, 298, 8214, 5, 1
28, 33, 61, As, -18052, 596, 7944, 10, 1
40, 22, 62, Ti, -11653, 904, 7982, 15, 1
39, 23, 62, V, -24424, 503, 8175, 8, 1
38, 24, 62, Cr, -40414.553, 336.992, 8420.321, 5.435, 0
37, 25, 62, Mn, -48038.804, 223.088, 8530.674, 3.598, 0
36, 26, 62, Fe, -58900.749, 14.489, 8693.248, 0.234, 0
35, 27, 62, Co, -61431.505, 20.009, 8721.448, 0.323, 0
34, 28, 62, Ni, -66746.096, 0.597, 8794.549, 0.010, 0
33, 29, 62, Cu, -62797.837, 4.101, 8718.249, 0.066, 0
32, 30, 62, Zn, -61171.431, 10.023, 8679.398, 0.162, 0
31, 31, 62, Ga, -52000.431, 27.865, 8518.860, 0.449, 0
30, 32, 62, Ge, -42243, 140, 8349, 2, 1
29, 33, 62, As, -24964, 298, 8058, 5, 1
41, 22, 63, Ti, -5198, 997, 7881, 16, 1
40, 23, 63, V, -20912, 596, 8118, 9, 1
39, 24, 63, Cr, -35527, 298, 8337, 5, 1
38, 25, 63, Mn, -46351.151, 258.342, 8496.595, 4.101, 0
37, 26, 63, Fe, -55545.834, 168.133, 8630.124, 2.669, 0
36, 27, 63, Co, -61840.387, 20.009, 8717.619, 0.318, 0
35, 28, 63, Ni, -65512.556, 0.597, 8763.489, 0.009, 0
34, 29, 63, Cu, -65579.531, 0.597, 8752.134, 0.009, 0
33, 30, 63, Zn, -62213.025, 1.583, 8686.279, 0.025, 0
32, 31, 63, Ga, -56547.093, 1.304, 8583.926, 0.021, 0
31, 32, 63, Ge, -46910, 196, 8419, 3, 1
30, 33, 63, As, -33823, 503, 8198, 8, 1
41, 23, 64, V, -15398, 699, 8031, 11, 1
40, 24, 64, Cr, -33152, 401, 8296, 6, 1
39, 25, 64, Mn, -42616.698, 266.746, 8431.599, 4.168, 0
38, 26, 64, Fe, -54770.668, 276.563, 8609.280, 4.321, 0
37, 27, 64, Co, -59792.686, 20.009, 8675.525, 0.313, 0
36, 28, 64, Ni, -67099.277, 0.610, 8777.467, 0.010, 0
35, 29, 64, Cu, -65424.243, 0.600, 8739.070, 0.009, 0
34, 30, 64, Zn, -66003.595, 0.683, 8735.898, 0.011, 0
33, 31, 64, Ga, -58834.328, 2.020, 8611.654, 0.032, 0
32, 32, 64, Ge, -54349.881, 31.671, 8529.361, 0.495, 0
31, 33, 64, As, -39521, 358, 8285, 6, 1
42, 23, 65, V, -11252, 801, 7968, 12, 1
41, 24, 65, Cr, -27796, 503, 8210, 8, 1
40, 25, 65, Mn, -40672.693, 536.695, 8396.148, 8.257, 0
39, 26, 65, Fe, -50877.951, 243.259, 8541.116, 3.742, 0
38, 27, 65, Co, -59169.934, 13.146, 8656.649, 0.202, 0
37, 28, 65, Ni, -65126.052, 0.623, 8736.246, 0.010, 0
36, 29, 65, Cu, -67263.661, 0.678, 8757.096, 0.010, 0
35, 30, 65, Zn, -65911.599, 0.684, 8724.259, 0.011, 0
34, 31, 65, Ga, -62657.173, 0.833, 8662.154, 0.013, 0
33, 32, 65, Ge, -56414.625, 100.002, 8554.079, 1.538, 0
32, 33, 65, As, -46981, 302, 8397, 5, 1
31, 34, 65, Se, -32919, 596, 8169, 9, 1
42, 24, 66, Cr, -24796, 596, 8163, 9, 1
41, 25, 66, Mn, -36254, 401, 8324, 6, 1
40, 26, 66, Fe, -49573.517, 302.640, 8514.234, 4.585, 0
39, 27, 66, Co, -56111.332, 252.102, 8601.438, 3.820, 0
38, 28, 66, Ni, -66006.285, 1.397, 8739.508, 0.021, 0
37, 29, 66, Cu, -66258.274, 0.683, 8731.472, 0.010, 0
36, 30, 66, Zn, -68899.427, 0.920, 8759.636, 0.014, 0
35, 31, 66, Ga, -63724.427, 3.138, 8669.373, 0.048, 0
34, 32, 66, Ge, -61624.427, 30.164, 8625.701, 0.457, 0
33, 33, 66, As, -51502.304, 679.991, 8460.482, 10.303, 0
32, 34, 66, Se, -41722, 298, 8300, 5, 1
43, 24, 67, Cr, -19049, 699, 8075, 10, 1
42, 25, 67, Mn, -33403, 503, 8278, 8, 1
41, 26, 67, Fe, -45692.348, 415.570, 8449.695, 6.203, 0
40, 27, 67, Co, -55061.049, 318.259, 8577.850, 4.750, 0
39, 28, 67, Ni, -63742.680, 2.888, 8695.750, 0.043, 0
38, 29, 67, Cu, -67318.779, 1.211, 8737.447, 0.018, 0
37, 30, 67, Zn, -67880.441, 0.936, 8734.154, 0.014, 0
36, 31, 67, Ga, -66879.683, 1.271, 8707.540, 0.019, 0
35, 32, 67, Ge, -62657.810, 4.666, 8632.850, 0.070, 0
34, 33, 67, As, -56647.810, 100.109, 8531.472, 1.494, 0
33, 34, 67, Se, -46491, 196, 8368, 3, 1
32, 35, 67, Br, -32798, 503, 8152, 8, 1
43, 25, 68, Mn, -28597, 596, 8204, 9, 1
42, 26, 68, Fe, -43128.173, 698.621, 8406.422, 10.274, 0
41, 27, 68, Co, -51350.415, 318.259, 8515.833, 4.680, 0
40, 28, 68, Ni, -63463.815, 2.981, 8682.466, 0.044, 0
39, 29, 68, Cu, -65567.035, 1.584, 8701.890, 0.023, 0
38, 30, 68, Zn, -70007.220, 0.955, 8755.682, 0.014, 0
37, 31, 68, Ga, -67086.120, 1.534, 8701.220, 0.023, 0
36, 32, 68, Ge, -66979.785, 6.227, 8688.151, 0.092, 0
35, 33, 68, As, -58899.233, 43.366, 8557.814, 0.638, 0
34, 34, 68, Se, -54214.814, 32.602, 8477.420, 0.479, 0
33, 35, 68, Br, -38642, 358, 8237, 5, 1
44, 25, 69, Mn, -25299, 801, 8155, 12, 1
43, 26, 69, Fe, -38396, 503, 8333, 7, 1
42, 27, 69, Co, -50002.598, 335.338, 8489.857, 4.860, 0
41, 28, 69, Ni, -59978.648, 3.726, 8623.099, 0.054, 0
40, 29, 69, Cu, -65736.213, 1.397, 8695.203, 0.020, 0
39, 30, 69, Zn, -68417.973, 0.969, 8722.731, 0.014, 0
38, 31, 69, Ga, -69327.758, 1.204, 8724.578, 0.017, 0
37, 32, 69, Ge, -67100.605, 1.324, 8680.962, 0.019, 0
36, 33, 69, As, -63086.666, 31.216, 8611.451, 0.452, 0
35, 34, 69, Se, -56301.531, 34.443, 8501.777, 0.499, 0
34, 35, 69, Br, -46476, 105, 8348, 2, 1
33, 36, 69, Kr, -32435, 401, 8133, 6, 1
44, 26, 70, Fe, -35900, 596, 8294, 9, 1
43, 27, 70, Co, -45643.206, 838.345, 8421.601, 11.976, 0
42, 28, 70, Ni, -59149.870, 345.800, 8603.377, 4.940, 0
41, 29, 70, Cu, -62976.127, 1.584, 8646.861, 0.023, 0
40, 30, 70, Zn, -69564.648, 1.952, 8729.806, 0.028, 0
39, 31, 70, Ga, -68910.089, 1.208, 8709.279, 0.017, 0
38, 32, 70, Ge, -70563.111, 1.027, 8721.717, 0.015, 0
37, 33, 70, As, -64343.111, 50.011, 8621.684, 0.714, 0
36, 34, 70, Se, -62046.216, 61.582, 8577.695, 0.880, 0
35, 35, 70, Br, -51426, 306, 8415, 4, 1
34, 36, 70, Kr, -41676, 385, 8264, 5, 1
45, 26, 71, Fe, -31000, 801, 8221, 11, 1
44, 27, 71, Co, -43873.368, 838.345, 8391.740, 11.808, 0
43, 28, 71, Ni, -55203.797, 368.036, 8540.304, 5.184, 0
42, 29, 71, Cu, -62711.127, 1.490, 8635.022, 0.021, 0
41, 30, 71, Zn, -67326.897, 10.189, 8689.014, 0.144, 0
40, 31, 71, Ga, -70140.242, 1.018, 8717.620, 0.014, 0
39, 32, 71, Ge, -69907.736, 1.025, 8703.326, 0.014, 0
38, 33, 71, As, -67894.336, 4.209, 8663.949, 0.059, 0
37, 34, 71, Se, -63116.336, 31.587, 8585.635, 0.445, 0
36, 35, 71, Br, -57063.323, 568.211, 8489.362, 8.003, 0
35, 36, 71, Kr, -46923.323, 652.123, 8335.526, 9.185, 0
34, 37, 71, Rb, -32304, 503, 8119, 7, 1
46, 26, 72, Fe, -28299, 801, 8182, 11, 1
45, 27, 72, Co, -39300, 596, 8324, 8, 1
44, 28, 72, Ni, -53940.319, 436.425, 8516.242, 6.061, 0
43, 29, 72, Cu, -59782.999, 1.397, 8586.525, 0.019, 0
42, 30, 72, Zn, -68131.380, 6.086, 8691.609, 0.085, 0
41, 31, 72, Ga, -68589.380, 1.017, 8687.104, 0.014, 0
40, 32, 72, Ge, -72585.911, 1.635, 8731.745, 0.023, 0
39, 33, 72, As, -68229.809, 4.398, 8660.378, 0.061, 0
38, 34, 72, Se, -67894.407, 12.057, 8644.854, 0.167, 0
37, 35, 72, Br, -59015.201, 59.610, 8510.665, 0.828, 0
36, 36, 72, Kr, -53940.919, 7.993, 8429.323, 0.111, 0
35, 37, 72, Rb, -38117, 503, 8199, 7, 1
46, 27, 73, Co, -37036, 699, 8289, 10, 1
45, 28, 73, Ni, -49863, 298, 8454, 4, 1
44, 29, 73, Cu, -58986.595, 3.912, 8568.557, 0.054, 0
43, 30, 73, Zn, -65410.343, 40.034, 8645.837, 0.548, 0
42, 31, 73, Ga, -69699.335, 1.677, 8693.873, 0.023, 0
41, 32, 73, Ge, -71297.534, 1.635, 8705.049, 0.022, 0
40, 33, 73, As, -70956.701, 3.928, 8689.663, 0.054, 0
39, 34, 73, Se, -68217.642, 10.689, 8641.425, 0.146, 0
38, 35, 73, Br, -63628.936, 50.790, 8567.849, 0.696, 0
37, 36, 73, Kr, -56551.751, 6.578, 8460.184, 0.090, 0
36, 37, 73, Rb, -46052, 150, 8306, 2, 1
35, 38, 73, Sr, -31699, 596, 8098, 8, 1
47, 27, 74, Co, -32248, 801, 8222, 11, 1
46, 28, 74, Ni, -48372, 401, 8429, 5, 1
45, 29, 74, Cu, -56006.205, 6.148, 8521.562, 0.083, 0
44, 30, 74, Zn, -65708.883, 47.138, 8642.107, 0.637, 0
43, 31, 74, Ga, -68049.585, 3.726, 8663.166, 0.050, 0
42, 32, 74, Ge, -73422.437, 1.635, 8725.200, 0.022, 0
41, 33, 74, As, -70859.967, 2.349, 8680.000, 0.032, 0
40, 34, 74, Se, -72212.735, 1.676, 8687.708, 0.023, 0
39, 35, 74, Br, -65306.081, 15.093, 8583.803, 0.204, 0
38, 36, 74, Kr, -62331.509, 2.040, 8533.034, 0.028, 0
37, 37, 74, Rb, -51917.050, 3.675, 8381.726, 0.050, 0
36, 38, 74, Sr, -40697, 503, 8220, 7, 1
48, 27, 75, Co, -29500, 801, 8183, 11, 1
47, 28, 75, Ni, -43901, 401, 8365, 5, 1
46, 29, 75, Cu, -54119.802, 978.069, 8490.407, 13.041, 0
45, 30, 75, Zn, -62469.023, 70.630, 8591.299, 0.942, 0
44, 31, 75, Ga, -68464.580, 2.422, 8660.808, 0.032, 0
43, 32, 75, Ge, -71856.427, 1.636, 8695.602, 0.022, 0
42, 33, 75, As, -73032.410, 1.818, 8700.850, 0.024, 0
41, 34, 75, Se, -72169.018, 1.674, 8678.907, 0.022, 0
40, 35, 75, Br, -69139.018, 14.241, 8628.076, 0.190, 0
39, 36, 75, Kr, -64323.624, 8.104, 8553.439, 0.108, 0
38, 37, 75, Rb, -57221.677, 7.452, 8448.315, 0.099, 0
37, 38, 75, Sr, -46621.677, 220.126, 8296.551, 2.935, 0
48, 28, 76, Ni, -41610, 904, 8331, 12, 1
47, 29, 76, Cu, -50975.985, 6.707, 8443.527, 0.088, 0
46, 30, 76, Zn, -62136.640, 80.024, 8580.083, 1.053, 0
45, 31, 76, Ga, -66296.640, 1.956, 8624.526, 0.026, 0
44, 32, 76, Ge, -73213.046, 1.651, 8705.238, 0.022, 0
43, 33, 76, As, -72289.504, 1.819, 8682.792, 0.024, 0
42, 34, 76, Se, -75252.050, 1.651, 8711.478, 0.022, 0
41, 35, 76, Br, -70289.169, 9.467, 8635.883, 0.125, 0
40, 36, 76, Kr, -69014.318, 4.032, 8608.815, 0.053, 0
39, 37, 76, Rb, -60479.832, 1.863, 8486.225, 0.025, 0
38, 38, 76, Sr, -54243.893, 37.260, 8393.879, 0.490, 0
37, 39, 76, Y, -38704, 503, 8179, 7, 1
49, 28, 77, Ni, -36747, 503, 8264, 7, 1
48, 29, 77, Cu, -48577, 401, 8408, 5, 1
47, 30, 77, Zn, -58722.344, 120.024, 8529.135, 1.559, 0
46, 31, 77, Ga, -65992.344, 2.422, 8613.390, 0.031, 0
45, 32, 77, Ge, -71214.029, 1.699, 8671.044, 0.022, 0
44, 33, 77, As, -73916.577, 2.304, 8695.981, 0.030, 0
43, 34, 77, Se, -74599.594, 1.652, 8694.691, 0.021, 0
42, 35, 77, Br, -73234.914, 3.260, 8666.808, 0.042, 0
41, 36, 77, Kr, -70169.443, 1.956, 8616.836, 0.025, 0
40, 37, 77, Rb, -64824.531, 7.452, 8537.261, 0.097, 0
39, 38, 77, Sr, -57804.063, 9.315, 8435.926, 0.121, 0
38, 39, 77, Y, -46905, 62, 8284, 1, 1
50, 28, 78, Ni, -34298, 1099, 8230, 14, 1
49, 29, 78, Cu, -44749, 401, 8354, 5, 1
48, 30, 78, Zn, -57342.570, 90.033, 8505.576, 1.154, 0
47, 31, 78, Ga, -63706.570, 2.422, 8577.135, 0.031, 0
46, 32, 78, Ge, -71862.211, 3.902, 8671.665, 0.050, 0
45, 33, 78, As, -72817.419, 9.934, 8673.881, 0.127, 0
44, 34, 78, Se, -77026.086, 1.655, 8717.808, 0.021, 0
43, 35, 78, Br, -73452.302, 3.940, 8661.960, 0.051, 0
42, 36, 78, Kr, -74179.727, 1.075, 8661.256, 0.014, 0
41, 37, 78, Rb, -66936.228, 7.452, 8558.361, 0.096, 0
40, 38, 78, Sr, -63173.924, 7.452, 8500.096, 0.096, 0
39, 39, 78, Y, -52527, 401, 8354, 5, 1
38, 40, 78, Zr, -41703, 503, 8205, 6, 1
50, 29, 79, Cu, -42327, 503, 8320, 6, 1
49, 30, 79, Zn, -53420, 259, 8450, 3, 1
48, 31, 79, Ga, -62509.526, 98.140, 8555.580, 1.242, 0
47, 32, 79, Ge, -69488.526, 89.619, 8634.019, 1.134, 0
46, 33, 79, As, -73636.526, 5.611, 8676.622, 0.071, 0
45, 34, 79, Se, -75917.602, 1.661, 8695.593, 0.021, 0
44, 35, 79, Br, -76068.514, 2.017, 8687.600, 0.026, 0
43, 36, 79, Kr, -74442.736, 3.896, 8657.118, 0.049, 0
42, 37, 79, Rb, -70803.362, 5.988, 8601.147, 0.076, 0
41, 38, 79, Sr, -65476.577, 8.383, 8523.816, 0.106, 0
40, 39, 79, Y, -58356.577, 450.078, 8423.786, 5.697, 0
39, 40, 79, Zr, -47357, 401, 8275, 5, 1
51, 29, 80, Cu, -36449, 596, 8243, 7, 1
50, 30, 80, Zn, -51844.769, 172.051, 8425.997, 2.151, 0
49, 31, 80, Ga, -59135.169, 123.295, 8507.347, 1.541, 0
48, 32, 80, Ge, -69515.169, 28.312, 8627.318, 0.354, 0
47, 33, 80, As, -72159.286, 23.332, 8650.590, 0.292, 0
46, 34, 80, Se, -77759.936, 1.989, 8710.819, 0.025, 0
45, 35, 80, Br, -75889.472, 2.013, 8677.659, 0.025, 0
44, 36, 80, Kr, -77892.492, 1.470, 8692.917, 0.018, 0
43, 37, 80, Rb, -72172.854, 6.975, 8611.642, 0.087, 0
42, 38, 80, Sr, -70308.223, 6.575, 8578.555, 0.082, 0
41, 39, 80, Y, -61217.786, 176.984, 8455.145, 2.212, 0
40, 40, 80, Zr, -55517.043, 1490.390, 8374.107, 18.630, 0
51, 30, 81, Zn, -46128, 298, 8351, 4, 1
50, 31, 81, Ga, -57983.308, 192.173, 8487.744, 2.373, 0
49, 32, 81, Ge, -66303.308, 120.127, 8580.801, 1.483, 0
48, 33, 81, As, -72533.308, 5.527, 8648.056, 0.068, 0
47, 34, 81, Se, -76389.519, 2.020, 8686.005, 0.025, 0
46, 35, 81, Br, -77974.839, 1.952, 8695.918, 0.024, 0
45, 36, 81, Kr, -77694.038, 1.987, 8682.793, 0.025, 0
44, 37, 81, Rb, -75454.821, 5.998, 8645.490, 0.074, 0
43, 38, 81, Sr, -71527.705, 6.200, 8587.348, 0.077, 0
42, 39, 81, Y, -66017.338, 62.155, 8509.661, 0.767, 0
41, 40, 81, Zr, -58488.484, 166.540, 8407.053, 2.056, 0
40, 41, 81, Nb, -47478, 1498, 8261, 18, 1
52, 30, 82, Zn, -42457, 503, 8303, 6, 1
51, 31, 82, Ga, -53104, 298, 8423, 4, 1
50, 32, 82, Ge, -65624.008, 244.139, 8566.304, 2.977, 0
49, 33, 82, As, -70324.008, 200.010, 8614.080, 2.439, 0
48, 34, 82, Se, -77594.008, 2.020, 8693.198, 0.025, 0
47, 35, 82, Br, -77496.465, 1.950, 8682.468, 0.024, 0
46, 36, 82, Kr, -80589.508, 1.780, 8710.647, 0.022, 0
45, 37, 82, Rb, -76188.201, 2.758, 8647.431, 0.034, 0
44, 38, 82, Sr, -76008.384, 5.570, 8635.698, 0.068, 0
43, 39, 82, Y, -68192.393, 102.579, 8530.840, 1.251, 0
42, 40, 82, Zr, -64192, 225, 8473, 3, 1
41, 41, 82, Nb, -52974, 298, 8326, 4, 1
53, 30, 83, Zn, -36300, 503, 8226, 6, 1
52, 31, 83, Ga, -49388, 298, 8374, 4, 1
51, 32, 83, Ge, -60901, 196, 8503, 2, 1
50, 33, 83, As, -69880.657, 220.030, 8602.199, 2.651, 0
49, 34, 83, Se, -75340.657, 3.616, 8658.557, 0.044, 0
48, 35, 83, Br, -79008.930, 4.221, 8693.327, 0.051, 0
47, 36, 83, Kr, -79981.709, 2.812, 8695.621, 0.034, 0
46, 37, 83, Rb, -79074.805, 6.009, 8675.269, 0.072, 0
45, 38, 83, Sr, -76795.439, 10.315, 8638.381, 0.124, 0
44, 39, 83, Y, -72326.557, 44.314, 8575.113, 0.534, 0
43, 40, 83, Zr, -66458.557, 95.858, 8494.988, 1.155, 0
42, 41, 83, Nb, -58958.557, 314.942, 8395.201, 3.794, 0
41, 42, 83, Mo, -47748, 503, 8251, 6, 1
53, 31, 84, Ga, -44106, 401, 8308, 5, 1
